STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REGION,Region,LOCATION,Country,INCOME,Income,VAR,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MMR,Myanmar,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,35.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MMR,Myanmar,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,54.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NAM,Namibia,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,MWI,Malawi,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,37.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NAM,Namibia,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,12.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NAM,Namibia,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,26.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NAM,Namibia,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,35.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NAM,Namibia,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NAM,Namibia,AIC,All income groups,DF__2,Discrimination in the family,2019,,33.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NAM,Namibia,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,12.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NAM,Namibia,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,26.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NAM,Namibia,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,35.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NPL,Nepal,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,36.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NPL,Nepal,AIC,All income groups,DF__2,Discrimination in the family,2019,,52.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NPL,Nepal,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NPL,Nepal,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,34.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,NPL,Nepal,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,40.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NPL,Nepal,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,36.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NPL,Nepal,AIC,All income groups,DF__2,Discrimination in the family,2019,,52.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NPL,Nepal,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,13.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NPL,Nepal,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,34.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NPL,Nepal,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,40.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,NIC,Nicaragua,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,18.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,NIC,Nicaragua,AIC,All income groups,DF__2,Discrimination in the family,2019,,25.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,NIC,Nicaragua,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,NIC,Nicaragua,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,16,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,NIC,Nicaragua,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NIC,Nicaragua,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,18.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NIC,Nicaragua,AIC,All income groups,DF__2,Discrimination in the family,2019,,25.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NIC,Nicaragua,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NIC,Nicaragua,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,16,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NIC,Nicaragua,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,6.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NER,Niger,AIC,All income groups,DF__2,Discrimination in the family,2019,,84.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NER,Niger,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NER,Niger,AIC,All income groups,DF__2,Discrimination in the family,2019,,84.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NER,Niger,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,25.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NGA,Nigeria,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,46,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NGA,Nigeria,AIC,All income groups,DF__2,Discrimination in the family,2019,,54.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NGA,Nigeria,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,32,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NGA,Nigeria,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,41.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,NGA,Nigeria,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,53.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NGA,Nigeria,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,46,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NGA,Nigeria,AIC,All income groups,DF__2,Discrimination in the family,2019,,54.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NGA,Nigeria,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,32,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NGA,Nigeria,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,41.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,NGA,Nigeria,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,53.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PSE,Palestinian Authority or West Bank and Gaza Strip,AIC,All income groups,DF__2,Discrimination in the family,2019,,89.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PSE,Palestinian Authority or West Bank and Gaza Strip,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,59.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PSE,Palestinian Authority or West Bank and Gaza Strip,AIC,All income groups,DF__2,Discrimination in the family,2019,,89.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PSE,Palestinian Authority or West Bank and Gaza Strip,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,64.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PSE,Palestinian Authority or West Bank and Gaza Strip,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,59.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,OMN,Oman,AIC,All income groups,DF__2,Discrimination in the family,2019,,86.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,OMN,Oman,AIC,All income groups,DF__2,Discrimination in the family,2019,,86.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PAK,Pakistan,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,58.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PAK,Pakistan,AIC,All income groups,DF__2,Discrimination in the family,2019,,79.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PAK,Pakistan,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,37.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PAK,Pakistan,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,60.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PAK,Pakistan,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,53.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAK,Pakistan,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,58.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAK,Pakistan,AIC,All income groups,DF__2,Discrimination in the family,2019,,79.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAK,Pakistan,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,37.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAK,Pakistan,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,60.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAK,Pakistan,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,53.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PAN,Panama,AIC,All income groups,DF__2,Discrimination in the family,2019,,15.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PAN,Panama,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,16.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PAN,Panama,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,17.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAN,Panama,AIC,All income groups,DF__2,Discrimination in the family,2019,,15.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAN,Panama,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,16.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PAN,Panama,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,17.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PNG,Papua New Guinea,AIC,All income groups,DF__2,Discrimination in the family,2019,,54.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PNG,Papua New Guinea,AIC,All income groups,DF__2,Discrimination in the family,2019,,54.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PRY,Paraguay,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,32.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PRY,Paraguay,AIC,All income groups,DF__2,Discrimination in the family,2019,,46.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PRY,Paraguay,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PRY,Paraguay,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PRY,Paraguay,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRY,Paraguay,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,32.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRY,Paraguay,AIC,All income groups,DF__2,Discrimination in the family,2019,,46.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRY,Paraguay,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRY,Paraguay,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PRY,Paraguay,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,29.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PER,Peru,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PER,Peru,AIC,All income groups,DF__2,Discrimination in the family,2019,,47.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PER,Peru,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PER,Peru,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,5.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AME,Americas,PER,Peru,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,12.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PER,Peru,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,24.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PER,Peru,AIC,All income groups,DF__2,Discrimination in the family,2019,,47.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PER,Peru,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,26.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PER,Peru,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,5.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PER,Peru,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,12.9,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PHL,Philippines,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,52.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PHL,Philippines,AIC,All income groups,DF__2,Discrimination in the family,2019,,67.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PHL,Philippines,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,25.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PHL,Philippines,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,67.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,PHL,Philippines,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,45.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PHL,Philippines,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,52.8,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PHL,Philippines,AIC,All income groups,DF__2,Discrimination in the family,2019,,67.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PHL,Philippines,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,25.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PHL,Philippines,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,67.2,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,PHL,Philippines,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,45.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ASI,Asia,QAT,Qatar,AIC,All income groups,DF__2,Discrimination in the family,2019,,92,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,QAT,Qatar,AIC,All income groups,DF__2,Discrimination in the family,2019,,92,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ROU,Romania,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ROU,Romania,AIC,All income groups,DF__2,Discrimination in the family,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ROU,Romania,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ROU,Romania,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,7.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,ROU,Romania,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ROU,Romania,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,16.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ROU,Romania,AIC,All income groups,DF__2,Discrimination in the family,2019,,28,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ROU,Romania,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,7.7,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ROU,Romania,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,7.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,ROU,Romania,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,22.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,RUS,Russia,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,22.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,RUS,Russia,AIC,All income groups,DF__2,Discrimination in the family,2019,,22.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,RUS,Russia,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,19.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,RUS,Russia,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,EUR,Europe,RUS,Russia,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,31.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RUS,Russia,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,22.3,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RUS,Russia,AIC,All income groups,DF__2,Discrimination in the family,2019,,22.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RUS,Russia,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,19.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RUS,Russia,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,15.1,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RUS,Russia,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,31.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,RWA,Rwanda,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,RWA,Rwanda,AIC,All income groups,DF__2,Discrimination in the family,2019,,38,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,RWA,Rwanda,AIC,All income groups,RPI__2,Restricted physical integrity,2019,,21.4,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,RWA,Rwanda,AIC,All income groups,RAPFR__2,Restricted access to productive and financial resources,2019,,26.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,AFR,Africa,RWA,Rwanda,AIC,All income groups,RCL__2,Restricted civil liberties,2019,,23.5,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RWA,Rwanda,AIC,All income groups,SIGI_2,Social Institutions and Gender Index 2019,2019,,27.6,,A,,,,,,,
DATAFLOW,OECD:DF_SIGI2019(1.0),Social Institutions and Gender Index 2019,I,ALL,All regions,RWA,Rwanda,AIC,All income groups,DF__2,Discrimination in the family,2019,,38,,A,,,,,,,
